id,nr,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,bass,meter,cord
000408b_,32,0,0,1,0,0,0,1,0,0,0,0,1,D,3,B_m
000408b_,33,0,1,0,0,0,0,1,0,0,0,1,0,C#,2,F#M
000408b_,34,0,0,1,0,0,0,1,0,0,0,0,1,B,4,B_m
000408b_,35,0,1,0,0,1,0,1,0,0,0,1,0,A#,3,F#M7
000408b_,36,0,0,1,0,0,0,1,0,0,0,0,1,B,5,B_m
000408b_,37,0,1,0,0,0,0,1,0,0,0,1,0,F#,3,F#M
000408b_,38,0,1,0,0,1,0,1,0,0,0,1,0,F#,2,F#M
000408b_,39,0,0,0,1,0,0,1,0,0,0,0,1,B,4,B_M
000408b_,40,0,0,0,1,0,0,1,0,0,0,0,1,D#,3,B_M
000408b_,41,0,0,0,0,1,0,0,1,0,0,0,1,E,5,E_m
000408b_,42,1,0,0,0,1,0,0,1,0,0,0,0,E,2,E_m
000408b_,43,0,0,1,0,0,0,1,0,0,1,0,1,F#,3,D_M
000408b_,44,0,0,1,0,0,0,1,0,0,1,0,0,F#,2,D_M
000408b_,45,0,0,1,0,0,0,0,1,0,0,0,1,G,4,G_M
000408b_,46,0,0,0,1,0,0,1,0,0,1,0,1,F#,2,B_M7
000408b_,47,0,0,0,0,1,0,0,0,0,1,0,1,E,3,E_m
000408b_,48,0,0,0,0,1,0,0,1,0,0,0,1,E,2,E_m
000408b_,49,1,0,0,0,1,0,1,0,0,1,0,0,A,5,A_m6
000408b_,50,1,0,0,0,1,0,0,0,0,0,0,1,B,2,A_m6
000408b_,51,1,0,0,0,1,0,0,0,0,0,0,0,C,1,A_m6
000408b_,52,0,0,0,1,0,0,1,0,0,0,0,1,B,3,B_M
000408b_,53,0,0,0,1,0,0,1,0,0,1,0,1,B,2,B_M
000408b_,54,0,0,0,0,1,0,0,1,0,0,0,1,E,4,E_m
000408b_,55,0,0,0,0,1,0,0,1,0,0,0,1,E,5,E_m
000408b_,56,0,0,0,0,1,0,1,0,0,1,0,1,E,2,E_m
000408b_,57,0,0,0,0,1,0,0,1,0,0,0,1,E,3,E_m
000408b_,58,0,0,1,0,1,0,0,1,0,0,0,1,D,2,E_m
000408b_,59,1,0,0,0,1,0,0,0,0,1,0,0,C,4,A_m
000408b_,60,0,0,0,0,1,0,0,0,0,1,0,1,B,2,A_m
000408b_,61,1,0,0,0,1,0,0,0,0,1,0,0,A,3,A_m
000408b_,62,1,0,0,1,0,0,1,0,0,1,0,0,A,2,B_M7
000408b_,63,0,0,0,0,1,0,0,1,0,0,0,1,E,5,E_m
000408b_,64,0,0,1,0,0,0,1,0,0,1,0,0,F#,3,D_M
000408b_,65,0,0,1,0,0,0,0,1,0,0,0,1,G,4,G_M
000408b_,66,0,0,1,0,0,0,0,1,0,0,0,1,G,3,G_M
000408b_,67,0,0,1,0,0,0,1,0,0,1,0,1,F#,2,G_M
000408b_,68,0,0,0,0,1,0,0,1,0,0,0,1,E,5,E_m
000408b_,69,0,0,0,1,0,0,1,0,0,1,0,0,F#,3,D#d
000408b_,70,0,0,0,0,1,0,0,0,1,0,0,1,G#,4,E_M
000408b_,71,0,0,1,0,1,0,0,0,1,0,0,1,G#,2,E_M
000408b_,72,0,1,0,0,0,0,1,0,0,0,1,0,A#,3,F#M
000408b_,73,0,1,0,0,1,0,1,0,0,0,1,0,A#,2,F#M
000408b_,74,0,0,1,0,0,0,1,0,0,0,0,1,B,5,B_m
000408b_,75,0,1,0,0,0,0,1,0,0,0,1,0,F#,3,F#M
000408b_,76,0,1,0,0,1,0,1,0,0,0,1,0,F#,2,F#M
000408b_,77,0,0,1,0,0,0,1,0,0,0,0,1,B,4,B_m
000408b_,78,0,1,0,0,1,0,0,1,0,0,0,0,E,3,C#d
000408b_,79,0,0,1,0,0,0,1,0,0,1,0,0,D,5,D_M
000408b_,80,0,0,1,0,0,0,0,1,0,0,0,1,G,3,G_M
000408b_,81,0,1,1,0,0,0,0,1,0,0,0,0,G,2,G_M
000408b_,82,0,0,1,0,0,0,0,1,0,0,0,1,B,4,G_M
000408b_,83,1,0,1,0,0,0,0,1,0,0,0,0,C,2,G_M
000408b_,84,0,0,1,0,0,0,1,0,0,1,0,0,D,3,D_M
000408b_,85,1,0,1,0,0,0,1,0,0,1,0,0,D,2,D_M
000408b_,86,0,0,0,0,1,0,1,1,0,0,0,1,E,5,E_m
000408b_,87,0,0,0,0,1,0,0,1,0,0,0,1,E,2,E_m
000408b_,88,0,0,0,0,1,0,1,0,0,1,0,1,B,3,B_M7
000408b_,89,0,0,0,1,0,0,1,0,0,1,0,1,B,2,B_M7
000408b_,90,1,0,0,0,1,0,0,1,0,0,0,0,C,4,C_M
000408b_,91,0,0,1,0,0,0,0,1,0,0,0,1,G,5,G_M
000408b_,92,0,0,0,0,1,0,0,1,0,0,0,1,G,2,G_M
000408b_,93,0,0,0,1,0,0,1,0,0,1,0,0,D#,3,B_M7
000408b_,94,0,0,0,1,0,0,1,0,0,1,0,1,D#,2,B_M7
000408b_,95,0,0,0,0,1,0,1,1,0,0,0,1,E,4,E_m
000408b_,96,0,0,0,1,1,0,0,1,0,0,0,1,E,2,E_m
000408b_,97,1,0,0,0,1,0,0,1,0,0,0,0,C,3,C_M
000408b_,98,1,0,0,0,1,0,1,0,0,1,0,0,A,5,A_m6
000408b_,99,0,0,0,1,0,0,1,0,0,0,0,1,B,3,B_M
000408b_,100,0,0,0,1,0,0,1,0,0,1,0,1,B,2,B_M7
000408b_,101,0,0,0,0,1,0,0,0,1,0,0,1,E,4,E_M
000507b_,1,0,0,1,0,0,0,0,1,0,0,1,0,G,3,G_m
000507b_,2,1,0,0,1,0,0,0,1,0,0,0,0,C,5,C_m
000507b_,3,1,0,0,1,0,0,0,1,0,0,1,0,Bb,2,C_m
000507b_,4,1,0,0,0,1,0,0,0,0,1,0,0,A,3,A_m
000507b_,5,1,0,0,0,0,0,1,0,0,1,0,0,A,2,A_m
000507b_,6,0,0,1,0,0,0,0,1,0,0,1,0,G,4,G_m
000507b_,7,0,0,1,0,0,1,0,1,0,0,1,0,F,2,G_m
000507b_,8,1,0,0,1,0,0,0,1,0,0,0,0,Eb,3,C_m
000507b_,9,0,0,1,0,0,0,1,0,0,1,0,0,D,5,D_M
000507b_,10,1,0,1,0,0,0,1,0,0,1,0,0,C,3,D_M7
000507b_,11,0,0,1,0,0,0,0,1,0,0,1,0,Bb,5,G_m
000507b_,12,1,0,0,0,0,0,0,1,0,1,0,0,A,3,A_m7
000507b_,13,1,0,0,0,0,0,1,0,0,1,0,0,A,2,A_m7
000507b_,14,0,0,1,0,0,0,0,1,0,0,1,0,G,4,G_m
000507b_,15,1,0,0,1,0,0,0,0,0,1,0,0,C,3,A_d
000507b_,16,0,0,1,0,0,0,1,0,0,1,0,0,D,5,D_M
000507b_,17,0,0,1,0,0,0,1,0,0,1,0,0,D,3,D_M
000507b_,18,0,0,1,0,0,0,0,1,0,0,1,0,G,5,G_m
000507b_,19,1,0,0,1,0,1,0,0,0,1,0,0,F,3,F_M
000507b_,20,1,0,0,1,0,0,0,0,0,1,0,0,Eb,2,F_M
000507b_,21,0,0,1,0,0,1,0,0,0,0,1,0,D,4,BbM
000507b_,22,1,0,1,0,0,1,0,0,0,0,1,0,C,2,BbM
000507b_,23,0,0,1,0,0,1,0,0,0,0,1,0,Bb,3,BbM
000507b_,24,1,0,0,1,0,0,0,1,0,0,1,0,Eb,5,C_m7
000507b_,25,1,0,0,0,0,1,0,0,0,1,0,0,F,3,F_M
000507b_,26,1,0,0,1,0,1,0,1,0,0,0,0,F,2,F_M
000507b_,27,0,0,1,0,0,0,1,0,0,1,0,0,F#,4,D_M
000507b_,28,0,0,1,0,0,0,1,0,0,1,0,0,D,3,D_M
000507b_,29,0,0,1,0,0,0,0,1,0,0,1,0,G,5,G_m
000507b_,30,1,0,0,0,0,1,0,0,0,1,0,0,A,3,F_M
000507b_,31,1,0,0,1,0,0,0,0,0,1,0,0,A,2,F_M
000507b_,32,0,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
000507b_,33,1,0,1,0,0,1,0,0,0,1,0,0,A,2,BbM
000507b_,34,0,0,1,0,0,0,0,1,0,0,1,0,G,3,G_m
000507b_,35,0,0,1,0,0,1,0,1,0,0,1,0,F,2,G_m
000507b_,36,1,0,0,1,0,0,0,1,0,0,1,0,Eb,5,C_m
000507b_,37,1,0,0,0,0,1,0,0,0,1,0,0,F,3,F_M
000507b_,38,1,0,0,1,0,1,0,0,0,1,0,0,F,2,F_M
000507b_,39,0,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
000507b_,40,0,0,1,0,0,1,0,0,0,0,1,0,Bb,3,BbM
000507b_,41,1,0,0,0,0,1,0,0,0,1,0,0,A,5,F_M
000507b_,42,0,0,1,0,0,1,0,0,0,0,1,0,Bb,3,BbM
000507b_,43,0,0,1,0,0,0,0,1,0,0,1,0,Bb,2,BbM
000507b_,44,0,0,1,0,0,0,1,0,0,1,0,0,F#,4,D_M
000507b_,45,1,0,1,0,0,0,1,0,0,1,0,0,G,2,D_M
000507b_,46,0,0,1,0,0,0,0,1,0,0,1,0,F,3,G_m
000507b_,47,0,0,1,0,0,1,0,1,0,0,1,0,Eb,2,G_m
000507b_,48,1,0,0,0,1,0,0,1,0,0,1,0,Eb,5,C_M7
000507b_,49,1,0,0,0,1,1,0,0,0,1,0,0,C,2,C_M7
000507b_,50,1,0,0,0,0,0,0,1,0,0,1,0,C,3,C_M7
000507b_,51,1,0,0,0,1,0,0,1,0,0,0,0,F,2,C_M7
000507b_,52,1,0,0,0,0,1,0,0,0,1,0,0,F,4,F_M
000507b_,53,1,0,0,0,0,1,0,0,0,1,0,0,F,3,F_M
000507b_,54,1,0,0,1,0,1,0,0,0,1,0,0,Bb,2,F_M
000507b_,55,0,0,1,0,0,0,0,0,0,0,1,0,C,5,BbM
000507b_,56,1,0,0,0,1,0,0,0,0,1,0,0,D,3,D_M7
000507b_,57,1,0,1,0,0,0,1,0,0,1,0,0,Eb,2,D_M7
000507b_,58,0,0,0,1,0,0,0,1,0,0,1,0,Eb,4,G_m6
000507b_,59,0,0,0,1,0,0,0,1,0,0,1,0,D,2,G_m6
000507b_,60,1,0,1,1,0,0,0,1,0,0,0,0,C,3,C_m
000507b_,61,1,0,0,1,0,0,0,1,0,0,0,0,C,2,C_m
000507b_,62,0,0,1,0,0,0,0,1,0,1,0,0,D,5,D_M4
000507b_,63,1,0,1,0,0,0,0,1,0,1,0,0,D,2,D_M4
000507b_,64,0,0,1,0,0,0,0,1,0,1,1,0,D,1,D_M4
000507b_,65,1,0,1,0,0,0,1,0,0,1,0,0,D,3,D_M7
000507b_,66,0,0,1,0,0,0,0,1,0,0,0,1,G,4,G_M
000606b_,1,0,0,1,0,0,0,0,1,0,0,1,0,G,3,G_m
000606b_,2,1,0,1,0,0,0,0,1,0,1,0,0,G,2,G_m
000606b_,3,0,0,1,0,0,0,0,1,0,0,1,0,G,5,G_m
000606b_,4,0,0,1,0,0,1,0,1,0,0,1,0,G,2,G_m7
000606b_,5,1,0,0,1,0,0,0,0,0,1,0,0,C,3,C_m
000606b_,6,1,0,0,1,0,0,0,1,0,0,1,0,C,2,C_m7
000606b_,7,0,0,1,0,0,0,1,0,0,1,0,0,D,4,D_M
000606b_,8,1,0,1,0,0,0,1,0,0,1,0,0,C,2,D_M7
000606b_,9,0,0,1,0,0,0,0,1,0,0,1,0,Bb,3,G_m
000606b_,10,1,0,0,0,0,0,1,0,0,1,0,0,A,2,D_M7
000606b_,11,0,0,1,0,0,0,0,1,0,0,1,0,G,4,G_m
000606b_,12,1,0,0,1,0,0,0,1,0,0,1,0,C,2,C_m7
000606b_,13,0,0,1,0,0,0,1,0,0,1,0,0,D,3,D_M
000606b_,14,0,0,1,0,0,0,1,0,0,1,0,0,D,2,D_M
000606b_,15,0,0,1,0,0,0,0,1,0,0,1,0,G,5,G_m
000606b_,16,0,0,1,0,0,0,0,1,0,0,1,0,G,3,G_m
000606b_,17,1,0,0,0,0,1,0,0,0,1,0,0,A,4,F_M
000606b_,18,1,0,0,0,0,0,0,1,0,1,0,0,A,2,F_M
000606b_,19,1,0,0,0,0,1,0,0,0,1,0,0,F,3,F_M
000606b_,20,0,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
000606b_,21,0,0,1,0,0,1,0,0,0,1,1,0,A,2,BbM
000606b_,22,0,0,1,0,0,0,0,1,0,0,1,0,G,3,G_m
000606b_,23,0,0,1,0,0,1,0,1,0,0,1,0,F,2,G_m7
000606b_,24,1,0,0,1,0,0,0,1,0,0,0,0,Eb,5,C_m
000606b_,25,1,0,1,0,0,0,0,1,0,0,1,0,D,2,C_m
000606b_,26,1,0,0,1,0,0,0,0,0,1,0,0,Eb,3,C_m
000606b_,27,1,0,1,1,0,0,0,1,0,0,0,0,Eb,2,C_m
000606b_,28,1,0,0,1,0,0,0,1,0,0,0,0,Eb,1,C_m
000606b_,29,0,0,1,0,0,0,1,0,0,1,0,0,D,4,D_M
000606b_,30,0,0,1,0,0,0,0,1,0,0,1,0,G,3,G_m
000606b_,31,1,0,0,1,0,0,0,1,0,0,0,0,C,4,C_m
000606b_,32,1,0,0,1,0,0,0,0,0,1,0,0,C,2,C_m
000606b_,33,0,0,1,0,0,1,0,0,0,0,1,0,Bb,3,BbM
000606b_,34,0,0,0,1,0,1,0,0,0,0,1,0,Bb,2,BbM
000606b_,35,1,0,0,0,0,1,0,0,0,1,0,0,A,5,F_M
000606b_,36,1,0,0,1,0,1,0,0,0,1,0,0,A,2,F_M
000606b_,37,0,0,1,0,0,1,0,0,0,0,1,0,Bb,3,BbM
000606b_,38,1,0,0,1,0,1,0,0,0,1,0,0,F,4,F_M7
000606b_,39,0,0,1,0,0,1,0,0,0,0,1,0,F,2,F_M7
000606b_,40,1,0,0,1,0,1,0,0,0,0,1,0,F,3,F_M7
000606b_,41,1,0,0,0,0,1,0,0,0,1,0,0,F,2,F_M7
000606b_,42,0,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
000606b_,43,0,0,1,0,0,0,1,0,0,1,0,0,F#,3,D_M
000606b_,44,0,0,1,0,0,0,0,1,0,0,1,0,G,5,G_m
000606b_,45,0,0,1,0,0,0,0,1,0,0,1,0,G,2,G_m
000606b_,46,1,0,0,0,0,0,0,1,0,1,0,0,A,3,A_m
000606b_,47,1,0,0,0,0,0,1,0,0,1,0,0,A,2,D_M7
000606b_,48,0,0,1,0,0,0,0,1,0,0,1,0,Bb,4,G_m
000606b_,49,1,0,1,0,0,0,0,1,0,0,1,0,C,2,G_m
000606b_,50,0,0,1,0,0,0,1,0,0,1,0,0,D,3,D_m
000606b_,51,1,0,1,0,0,0,1,0,0,1,0,0,D,2,D_m
000606b_,52,0,0,0,1,0,0,0,1,0,0,1,0,Eb,4,C_m
000606b_,53,1,0,0,1,0,0,0,1,0,0,1,0,C,2,C_m
000606b_,54,0,0,1,0,0,0,1,0,0,1,0,0,D,3,D_M
000606b_,55,0,0,1,0,0,0,1,0,0,0,0,1,D,2,D_M
000606b_,56,1,0,1,0,0,0,1,0,0,0,0,0,D,1,D_M7
000606b_,57,0,0,1,0,0,0,0,1,0,0,0,1,G,5,G_M
000707b_,1,0,0,0,0,1,0,0,1,0,0,0,1,E,3,E_m
000707b_,2,0,0,0,0,1,0,1,0,0,1,0,1,E,2,E_m
000707b_,3,0,0,0,0,1,0,0,1,0,0,0,1,E,4,E_m
000707b_,4,0,0,1,0,0,0,1,0,0,1,0,0,D,3,D_M
000707b_,5,0,0,1,0,0,0,0,1,0,0,0,1,G,5,G_M
000707b_,6,0,0,1,0,0,0,1,0,0,1,0,0,D,3,D_M
000707b_,7,0,1,0,0,1,0,1,0,0,1,0,0,C#,2,F#m
000707b_,8,0,0,1,0,0,0,1,0,0,0,0,1,B,4,B_m
000707b_,9,0,0,1,0,0,0,0,1,0,0,0,1,G,2,G_M
000707b_,10,0,1,0,0,1,0,0,1,0,0,0,1,E,3,F#M7
000707b_,11,0,1,0,0,0,0,1,0,0,0,1,0,F#,2,F#M7
000707b_,12,0,0,1,0,0,0,1,0,0,0,0,1,B,5,B_m
000707b_,13,0,1,0,0,0,0,1,0,0,1,0,0,F#,3,F#m
000707b_,14,0,0,1,0,0,0,1,0,0,0,0,1,B,4,B_m
000707b_,15,0,0,1,0,0,0,0,1,0,0,0,1,B,2,B_m
000707b_,16,0,1,0,0,0,0,0,1,0,1,0,0,A,3,F#m
000707b_,17,0,1,0,0,0,0,1,0,0,1,0,0,A,2,F#m
000707b_,18,0,0,0,1,0,0,1,1,0,0,0,1,G,5,E_m
000707b_,19,0,0,0,0,1,0,0,1,0,0,0,1,G,2,E_m
000707b_,20,0,0,0,0,1,0,1,0,0,1,0,0,F#,3,F#m7
000707b_,21,0,0,0,1,0,0,1,0,0,1,0,0,F#,2,B_M7
000707b_,22,0,0,0,0,1,0,0,1,0,0,0,1,E,4,E_m
000707b_,23,0,0,0,1,0,0,1,0,0,0,0,1,B,3,B_M
000707b_,24,0,0,0,1,0,0,1,0,0,1,0,1,B,2,B_M
000707b_,25,0,0,0,0,1,0,0,1,0,0,0,1,E,5,E_m
000707b_,26,0,0,0,0,1,0,0,1,0,0,0,1,E,3,E_m
000707b_,27,0,0,0,0,1,0,1,0,0,1,0,1,E,2,E_m
000707b_,28,0,0,0,0,1,0,0,1,0,0,0,1,E,4,E_m
000707b_,29,0,0,1,0,0,0,1,0,0,1,0,0,D,3,D_M
000707b_,30,0,0,1,0,0,0,0,1,0,0,0,1,G,5,G_M
000707b_,31,0,0,1,0,0,0,1,0,0,1,0,0,D,3,D_M
000707b_,32,0,1,0,0,1,0,1,0,0,1,0,0,C#,2,F#m7
000707b_,33,0,0,1,0,0,0,1,0,0,0,0,1,B,4,B_m
000707b_,34,0,0,1,0,0,0,0,1,0,0,0,1,G,2,G_M
000707b_,35,0,1,0,0,1,0,0,1,0,0,0,1,E,3,F#M
000707b_,36,0,1,0,0,0,0,1,0,0,0,1,0,F#,2,F#M
000707b_,37,0,0,1,0,0,0,1,0,0,0,0,1,B,5,B_m
000707b_,38,0,1,0,0,0,0,1,0,0,1,0,0,F#,3,F#m
000707b_,39,0,0,1,0,0,0,1,0,0,0,0,1,B,4,B_m
000707b_,40,0,0,1,0,0,0,0,1,0,0,0,1,B,2,B_m
000707b_,41,0,1,0,0,0,0,0,1,0,1,0,0,A,3,F#m
000707b_,42,0,1,0,0,0,0,1,0,0,1,0,0,A,2,F#m
000707b_,43,0,0,0,1,0,0,1,1,0,0,0,1,G,5,E_m
000707b_,44,0,0,0,0,1,0,0,1,0,0,0,1,G,2,E_m
000707b_,45,0,0,0,0,1,0,1,0,0,1,0,0,F#,3,F#m7
000707b_,46,0,0,0,1,0,0,1,0,0,1,0,0,F#,2,B_M7
000707b_,47,0,0,0,0,1,0,0,1,0,0,0,1,E,4,E_m
000707b_,48,0,0,0,1,0,0,1,0,0,0,0,1,B,3,B_M
000707b_,49,0,0,0,1,0,0,1,0,0,1,0,1,B,2,B_M
000707b_,50,0,0,0,0,1,0,0,1,0,0,0,1,E,5,E_m
000707b_,51,0,0,0,0,1,0,0,1,0,0,0,1,E,3,E_m
000707b_,52,0,0,1,0,1,0,0,1,0,0,0,1,E,2,E_m7
000707b_,53,0,1,0,0,1,0,0,0,0,1,0,0,D,4,A_M
000707b_,54,0,0,1,0,0,0,0,0,0,1,0,1,C#,2,A_M
000707b_,55,0,1,0,0,1,0,0,0,0,1,0,0,B,3,A_M
000707b_,56,0,1,0,0,0,0,0,1,0,1,0,0,C#,2,A_M
000707b_,57,0,0,1,0,0,0,1,0,0,1,0,0,A,5,D_M
000707b_,58,0,0,1,0,0,0,0,1,0,0,0,1,D,3,G_M
000707b_,59,0,0,1,0,0,0,1,1,0,0,0,1,G,2,G_M
000707b_,60,0,1,0,0,1,0,0,1,0,0,0,1,E,4,E_m6
000707b_,61,0,1,0,0,0,0,1,0,0,0,1,0,F#,3,F#M
000707b_,62,0,0,0,1,0,0,1,0,0,0,0,1,B,5,B_M
000707b_,63,0,0,0,0,1,0,0,1,0,0,0,1,E,3,E_m
000707b_,64,0,0,0,0,1,0,1,0,0,1,0,1,F#,2,E_m
000707b_,65,0,0,0,0,1,0,0,1,0,0,0,1,G,4,E_m
000707b_,66,0,0,0,0,1,0,1,1,0,0,0,1,G,2,E_m
000707b_,67,0,1,0,0,1,0,0,1,0,1,0,0,A,3,A_M7
000707b_,68,0,1,1,0,0,0,1,0,0,0,0,0,D,5,D_M
000707b_,69,0,1,1,0,1,0,1,0,0,0,0,0,D,2,D_M
000707b_,70,0,0,1,0,0,0,0,1,0,0,0,1,G,3,G_M
000707b_,71,0,0,1,0,0,0,1,0,0,1,0,1,F#,2,G_M
000707b_,72,0,0,0,0,1,0,0,1,0,0,0,1,E,4,E_m
000707b_,73,0,0,1,0,1,0,1,0,0,0,0,1,E,2,E_m
000707b_,74,0,1,0,0,1,0,1,0,0,0,0,1,F#,3,F#M7
000707b_,75,0,1,0,0,1,0,1,0,0,0,1,0,F#,2,F#M7
000707b_,76,0,0,1,0,0,0,1,0,0,0,0,1,B,5,B_m
000707b_,77,0,1,0,0,0,0,1,0,0,0,1,0,F#,3,F#m
000707b_,78,0,0,1,0,0,0,1,0,0,0,0,1,B,4,B_m
000707b_,79,0,0,1,0,0,0,1,0,0,1,0,1,B,2,B_m
000707b_,80,0,1,0,0,1,0,0,1,0,0,0,0,E,3,F#m7
000707b_,81,0,1,0,0,1,0,1,0,0,1,0,0,F#,2,F#m7
000707b_,82,0,0,1,0,0,0,0,1,0,0,0,1,G,5,G_M
000707b_,83,0,1,0,0,1,0,0,1,0,0,0,1,G,2,G_M
000707b_,84,0,0,1,0,0,0,1,0,0,1,0,0,F#,3,D_M
000707b_,85,1,0,0,0,1,0,1,0,0,1,0,0,E,2,D_M
000707b_,86,0,0,0,1,0,0,1,0,0,0,0,1,D#,4,B_M
000707b_,87,0,0,0,1,0,0,1,0,0,1,0,1,D#,2,B_M
000707b_,88,0,0,0,0,1,0,0,1,0,0,0,1,E,3,E_m
000707b_,89,0,0,0,1,0,0,1,0,0,0,0,1,B,5,B_M
000707b_,90,0,0,0,0,1,0,0,1,0,0,0,1,E,3,E_m
000707b_,91,0,0,1,0,0,0,1,1,0,0,0,1,D,2,E_m
000707b_,92,1,0,0,0,1,0,0,1,0,0,0,0,C,4,C_M
000707b_,93,0,0,0,0,1,0,0,1,0,0,0,1,B,2,C_M
000707b_,94,1,0,0,0,1,0,0,0,0,1,0,0,A,3,A_m
000707b_,95,1,0,0,0,0,0,1,0,0,1,0,0,A,2,A_m
000707b_,96,0,0,1,0,0,0,0,1,0,0,0,1,G,5,G_M
000707b_,97,0,1,0,0,0,0,1,0,0,1,0,0,A,3,F#m
000707b_,98,0,0,0,1,0,0,1,1,0,0,0,1,B,2,F#m
000707b_,99,1,0,0,0,1,0,0,0,0,1,0,0,C,4,A_m
000707b_,100,0,0,0,0,1,0,0,1,0,1,0,0,A,2,A_m
000707b_,101,0,0,0,1,0,0,1,0,0,0,0,1,B,3,B_M
000707b_,102,0,0,0,0,1,0,0,1,0,0,0,1,E,5,E_m
000707b_,103,0,0,0,0,1,0,0,0,1,0,0,1,E,3,E_M
000707b_,104,0,1,0,0,1,0,0,0,0,1,0,0,A,4,A_M
000707b_,105,0,1,0,0,1,0,0,1,0,1,0,0,G,2,A_M
000707b_,106,0,1,0,0,1,0,1,0,0,1,0,0,F#,3,F#m7
000707b_,107,0,1,0,0,1,0,0,0,0,1,0,0,E,2,F#m7
000707b_,108,0,0,1,0,0,0,1,0,0,1,0,0,D,5,D_M
000707b_,109,0,1,1,0,0,0,1,0,0,1,0,0,D,2,D_M
000707b_,110,0,0,0,0,1,0,0,1,0,0,0,1,E,3,E_m
000707b_,111,0,0,0,0,1,0,1,0,0,0,1,0,F#,2,E_m6
000707b_,112,0,0,1,0,0,0,0,1,0,0,0,1,G,4,G_M
000707b_,113,0,0,1,0,1,0,0,0,0,0,0,1,E,2,G_M
000707b_,114,0,1,0,0,0,0,1,0,0,0,1,0,F#,3,F#M7
000707b_,115,0,1,0,0,1,0,1,0,0,0,1,0,F#,2,F#M7
000707b_,116,0,0,0,1,0,0,1,0,0,0,0,1,B,5,B_M
000907b_,1,0,0,0,0,1,0,0,0,1,0,0,1,E,3,E_M
000907b_,2,0,0,0,0,1,0,1,0,0,0,0,1,E,5,E_M
000907b_,3,0,0,0,0,1,0,0,0,1,0,0,1,E,2,E_M
000907b_,4,0,0,0,1,0,0,1,0,0,1,0,1,D#,3,B_M
000907b_,5,0,0,0,0,1,0,0,0,1,0,0,1,E,4,A_M
000907b_,6,0,1,0,0,1,0,0,0,0,1,0,0,E,2,A_M
000907b_,7,0,0,1,0,1,0,0,0,1,0,0,1,G#,3,E_M7
000907b_,8,0,1,0,0,1,0,0,0,0,1,0,1,A,5,A_M
000907b_,9,0,1,0,0,0,0,1,0,0,1,0,0,A,2,F#m
000907b_,10,0,0,1,0,0,0,0,1,0,0,0,1,B,3,G_M
000907b_,11,0,1,0,0,1,0,0,1,0,0,0,1,C#,2,G_M
000907b_,12,0,0,1,0,0,0,1,0,0,1,0,0,D,4,D_M
000907b_,13,0,0,0,1,0,0,1,0,0,0,0,1,D#,3,B_M
000907b_,14,0,0,0,1,0,0,1,0,0,1,0,1,D#,2,B_M
000907b_,15,0,0,0,0,1,0,0,0,1,0,0,1,E,5,E_M
000907b_,16,0,0,0,0,1,0,1,0,0,1,0,0,E,2,E_M
000907b_,17,0,0,0,0,1,0,0,0,1,0,0,1,E,3,E_M
000907b_,18,0,0,0,1,0,0,1,0,1,0,0,1,D#,2,E_M
000907b_,19,0,1,0,0,1,0,0,0,1,0,0,0,C#,4,C#m
000907b_,20,0,1,0,1,1,0,0,0,1,0,0,0,D#,2,C#m
000907b_,21,0,1,0,0,1,0,1,0,0,0,1,0,E,3,F#M7
000907b_,22,0,1,0,0,0,0,1,0,0,0,1,0,F#,2,F#M7
000907b_,23,0,0,0,1,0,0,1,0,0,0,0,1,D#,5,B_M
000907b_,24,0,0,0,0,0,0,1,0,0,0,0,1,B,2,B_M
